Cancer,Articles,Country,ASR,Norm_articles
Anal cancer,4,Peru,0.6,0.11644749888821751
Bladder cancer,3,Peru,2.3,0.08733562416616313
Brain cancer,18,Peru,2.9,0.5240137449969787
Breast cancer,137,Peru,39.3,3.9883268369214497
Cervical cancer,71,Peru,23.9,2.0669431052658607
Colon cancer,19,Peru,8.6,0.5531256197190332
Colorectal cancer,36,Peru,11.4,1.0480274899939575
Esophageal cancer,7,Peru,0.82,0.20378312305438062
Gallbladder cancer,6,Peru,2.6,0.17467124833232625
Hodgkin lymphoma,17,Peru,1.2,0.4949018702749244
Kaposi sarcoma,8,Peru,0.79,0.23289499777643502
Kidney cancer,6,Peru,5.0,0.17467124833232625
Laryngeal cancer,2,Peru,0.58,0.058223749444108755
Leukemia,58,Peru,8.1,1.6884887338791539
Liver cancer,22,Peru,4.9,0.6404612438851963
Lung cancer,37,Peru,6.8,1.077139364716012
Mesothelioma,4,Peru,0.16,0.11644749888821751
Mouth cancer,0,Peru,1.7,0.0
Multiple myeloma,4,Peru,2.2,0.11644749888821751
Non-Hodgkin lymphoma,31,Peru,9.6,0.9024681163836856
Ovarian cancer,14,Peru,5.8,0.40756624610876124
Pancreatic cancer,8,Peru,4.1,0.23289499777643502
Penile cancer,5,Peru,1.3,0.14555937361027188
Prostate cancer,24,Peru,40.1,0.698684993329305
Rectal cancer,12,Peru,2.2,0.3493424966646525
Salivary gland cancer,0,Peru,0.58,0.0
Skin cancer,42,Peru,9.4,1.2226987383262837
Stomach cancer,29,Peru,14.3,0.8442443669395769
Testicular cancer,5,Peru,3.9,0.14555937361027188
Throat cancer,0,Peru,1.01,0.0
Thyroid cancer,15,Peru,6.3,0.43667812083081564
Uterine cancer,11,Peru,6.5,0.32023062194259816
Vaginal cancer,1,Peru,0.45,0.029111874722054377
Vulvar cancer,0,Peru,1.2,0.0
Anal cancer,0,Philippines,0.24,0.0
Bladder cancer,1,Philippines,2.1,0.008762429506254622
Brain cancer,12,Philippines,2.4,0.10514915407505547
Breast cancer,59,Philippines,60.3,0.5169833408690228
Cervical cancer,38,Philippines,15.5,0.3329723212376756
Colon cancer,7,Philippines,13.5,0.06133700654378235
Colorectal cancer,42,Philippines,20.8,0.3680220392626941
Esophageal cancer,0,Philippines,1.4,0.0
Gallbladder cancer,1,Philippines,0.35,0.008762429506254622
Hodgkin lymphoma,0,Philippines,0.54,0.0
Kaposi sarcoma,0,Philippines,0.01,0.0
Kidney cancer,3,Philippines,2.9,0.026287288518763868
Laryngeal cancer,1,Philippines,2.0,0.008762429506254622
Leukemia,22,Philippines,6.6,0.1927734491376017
Liver cancer,12,Philippines,12.4,0.10514915407505547
Lung cancer,23,Philippines,24.0,0.2015358786438563
Mesothelioma,0,Philippines,0.07,0.0
Mouth cancer,0,Philippines,1.9,0.0
Multiple myeloma,2,Philippines,0.93,0.017524859012509244
Non-Hodgkin lymphoma,1,Philippines,4.9,0.008762429506254622
Ovarian cancer,10,Philippines,11.7,0.08762429506254622
Pancreatic cancer,3,Philippines,4.1,0.026287288518763868
Penile cancer,0,Philippines,0.32,0.0
Prostate cancer,14,Philippines,24.1,0.1226740130875647
Rectal cancer,9,Philippines,7.0,0.0788618655562916
Salivary gland cancer,0,Philippines,0.67,0.0
Skin cancer,11,Philippines,1.7,0.09638672456880085
Stomach cancer,2,Philippines,4.2,0.017524859012509244
Testicular cancer,0,Philippines,0.77,0.0
Throat cancer,0,Philippines,4.29,0.0
Thyroid cancer,25,Philippines,7.3,0.21906073765636555
Uterine cancer,6,Philippines,9.9,0.052574577037527735
Vaginal cancer,0,Philippines,0.22,0.0
Vulvar cancer,0,Philippines,0.35,0.0
Anal cancer,0,Jamaica,0.65,0.0
Bladder cancer,0,Jamaica,3.0,0.0
Brain cancer,2,Jamaica,2.1,0.7078282978428225
Breast cancer,40,Jamaica,71.1,14.156565956856449
Cervical cancer,18,Jamaica,20.4,6.370454680585402
Colon cancer,5,Jamaica,14.8,1.769570744607056
Colorectal cancer,12,Jamaica,20.2,4.246969787056935
Esophageal cancer,0,Jamaica,1.9,0.0
Gallbladder cancer,0,Jamaica,1.1,0.0
Hodgkin lymphoma,1,Jamaica,0.55,0.35391414892141126
Kaposi sarcoma,0,Jamaica,0.0,0.0
Kidney cancer,7,Jamaica,1.3,2.477399042449879
Laryngeal cancer,0,Jamaica,1.5,0.0
Leukemia,19,Jamaica,5.1,6.724368829506814
Liver cancer,3,Jamaica,2.9,1.0617424467642338
Lung cancer,7,Jamaica,14.0,2.477399042449879
Mesothelioma,0,Jamaica,0.06,0.0
Mouth cancer,0,Jamaica,0.81,0.0
Multiple myeloma,7,Jamaica,3.8,2.477399042449879
Non-Hodgkin lymphoma,2,Jamaica,6.9,0.7078282978428225
Ovarian cancer,4,Jamaica,5.5,1.415656595685645
Pancreatic cancer,0,Jamaica,3.7,0.0
Penile cancer,2,Jamaica,0.96,0.7078282978428225
Prostate cancer,49,Jamaica,85.7,17.341793297149152
Rectal cancer,1,Jamaica,4.7,0.35391414892141126
Salivary gland cancer,0,Jamaica,0.4,0.0
Skin cancer,6,Jamaica,2.26,2.1234848935284676
Stomach cancer,1,Jamaica,6.9,0.35391414892141126
Testicular cancer,0,Jamaica,0.29,0.0
Throat cancer,0,Jamaica,1.4500000000000002,0.0
Thyroid cancer,1,Jamaica,3.1,0.35391414892141126
Uterine cancer,2,Jamaica,25.4,0.7078282978428225
Vaginal cancer,0,Jamaica,0.31,0.0
Vulvar cancer,1,Jamaica,0.37,0.35391414892141126
Anal cancer,0,Bolivia,0.08,0.0
Bladder cancer,1,Bolivia,1.0,0.08839685236488098
Brain cancer,2,Bolivia,2.3,0.17679370472976197
Breast cancer,0,Bolivia,26.8,0.0
Cervical cancer,3,Bolivia,38.7,0.26519055709464295
Colon cancer,1,Bolivia,4.8,0.08839685236488098
Colorectal cancer,0,Bolivia,6.0,0.0
Esophageal cancer,0,Bolivia,1.4,0.0
Gallbladder cancer,1,Bolivia,7.6,0.08839685236488098
Hodgkin lymphoma,0,Bolivia,1.2,0.0
Kaposi sarcoma,1,Bolivia,0.0,0.08839685236488098
Kidney cancer,2,Bolivia,3.0,0.17679370472976197
Laryngeal cancer,0,Bolivia,1.3,0.0
Leukemia,3,Bolivia,4.9,0.26519055709464295
Liver cancer,0,Bolivia,6.7,0.0
Lung cancer,0,Bolivia,8.5,0.0
Mesothelioma,1,Bolivia,0.11,0.08839685236488098
Mouth cancer,0,Bolivia,0.59,0.0
Multiple myeloma,0,Bolivia,0.42,0.0
Non-Hodgkin lymphoma,1,Bolivia,2.5,0.08839685236488098
Ovarian cancer,1,Bolivia,3.1,0.08839685236488098
Pancreatic cancer,3,Bolivia,3.0,0.26519055709464295
Penile cancer,0,Bolivia,2.4,0.0
Prostate cancer,1,Bolivia,34.2,0.08839685236488098
Rectal cancer,0,Bolivia,1.2,0.0
Salivary gland cancer,0,Bolivia,0.67,0.0
Skin cancer,1,Bolivia,7.6,0.08839685236488098
Stomach cancer,1,Bolivia,8.7,0.08839685236488098
Testicular cancer,0,Bolivia,1.4,0.0
Throat cancer,0,Bolivia,0.78,0.0
Thyroid cancer,0,Bolivia,2.1,0.0
Uterine cancer,0,Bolivia,9.7,0.0
Vaginal cancer,0,Bolivia,0.49,0.0
Vulvar cancer,0,Bolivia,0.51,0.0
Anal cancer,0,Moldova,0.18,0.0
Bladder cancer,1,Moldova,7.2,0.4199386889514131
Brain cancer,2,Moldova,6.2,0.8398773779028262
Breast cancer,13,Moldova,46.6,5.459202956368371
Cervical cancer,4,Moldova,14.2,1.6797547558056525
Colon cancer,1,Moldova,16.3,0.4199386889514131
Colorectal cancer,3,Moldova,27.5,1.2598160668542393
Esophageal cancer,0,Moldova,2.1,0.0
Gallbladder cancer,0,Moldova,0.31,0.0
Hodgkin lymphoma,1,Moldova,1.5,0.4199386889514131
Kaposi sarcoma,0,Moldova,0.06,0.0
Kidney cancer,2,Moldova,5.8,0.8398773779028262
Laryngeal cancer,1,Moldova,5.5,0.4199386889514131
Leukemia,3,Moldova,5.0,1.2598160668542393
Liver cancer,0,Moldova,10.1,0.0
Lung cancer,1,Moldova,22.3,0.4199386889514131
Mesothelioma,0,Moldova,0.04,0.0
Mouth cancer,0,Moldova,4.4,0.0
Multiple myeloma,1,Moldova,1.2,0.4199386889514131
Non-Hodgkin lymphoma,1,Moldova,5.8,0.4199386889514131
Ovarian cancer,2,Moldova,6.9,0.8398773779028262
Pancreatic cancer,0,Moldova,8.1,0.0
Penile cancer,0,Moldova,0.62,0.0
Prostate cancer,0,Moldova,34.6,0.0
Rectal cancer,1,Moldova,11.0,0.4199386889514131
Salivary gland cancer,0,Moldova,0.21,0.0
Skin cancer,2,Moldova,24.1,0.8398773779028262
Stomach cancer,0,Moldova,9.6,0.0
Testicular cancer,0,Moldova,1.9,0.0
Throat cancer,0,Moldova,6.029999999999999,0.0
Thyroid cancer,0,Moldova,7.4,0.0
Uterine cancer,0,Moldova,15.2,0.0
Vaginal cancer,0,Moldova,0.07,0.0
Vulvar cancer,0,Moldova,0.95,0.0
Anal cancer,2,Zimbabwe,0.98,0.1171434316477155
Bladder cancer,2,Zimbabwe,2.7,0.1171434316477155
Brain cancer,2,Zimbabwe,2.2,0.1171434316477155
Breast cancer,14,Zimbabwe,35.8,0.8200040215340084
Cervical cancer,56,Zimbabwe,68.2,3.2800160861360337
Colon cancer,1,Zimbabwe,5.2,0.05857171582385775
Colorectal cancer,4,Zimbabwe,9.7,0.234286863295431
Esophageal cancer,0,Zimbabwe,12.0,0.0
Gallbladder cancer,0,Zimbabwe,0.65,0.0
Hodgkin lymphoma,2,Zimbabwe,0.77,0.1171434316477155
Kaposi sarcoma,10,Zimbabwe,9.5,0.5857171582385775
Kidney cancer,3,Zimbabwe,1.5,0.17571514747157324
Laryngeal cancer,0,Zimbabwe,1.2,0.0
Leukemia,10,Zimbabwe,2.7,0.5857171582385775
Liver cancer,13,Zimbabwe,7.7,0.7614323057101507
Lung cancer,13,Zimbabwe,5.9,0.7614323057101507
Mesothelioma,2,Zimbabwe,0.07,0.1171434316477155
Mouth cancer,0,Zimbabwe,1.4,0.0
Multiple myeloma,2,Zimbabwe,3.5,0.1171434316477155
Non-Hodgkin lymphoma,3,Zimbabwe,10.3,0.17571514747157324
Ovarian cancer,1,Zimbabwe,6.5,0.05857171582385775
Pancreatic cancer,0,Zimbabwe,2.7,0.0
Penile cancer,0,Zimbabwe,3.0,0.0
Prostate cancer,3,Zimbabwe,68.3,0.17571514747157324
Rectal cancer,0,Zimbabwe,3.6,0.0
Salivary gland cancer,0,Zimbabwe,0.53,0.0
Skin cancer,9,Zimbabwe,7.0,0.5271454424147197
Stomach cancer,1,Zimbabwe,10.3,0.05857171582385775
Testicular cancer,1,Zimbabwe,0.2,0.05857171582385775
Throat cancer,0,Zimbabwe,0.9,0.0
Thyroid cancer,0,Zimbabwe,2.1,0.0
Uterine cancer,0,Zimbabwe,7.7,0.0
Vaginal cancer,0,Zimbabwe,0.85,0.0
Vulvar cancer,0,Zimbabwe,2.5,0.0
Anal cancer,1,Mozambique,0.66,0.02933371459339981
Bladder cancer,0,Mozambique,5.5,0.0
Brain cancer,0,Mozambique,0.39,0.0
Breast cancer,0,Mozambique,19.7,0.0
Cervical cancer,8,Mozambique,47.8,0.23466971674719847
Colon cancer,0,Mozambique,1.7,0.0
Colorectal cancer,0,Mozambique,3.9,0.0
Esophageal cancer,1,Mozambique,9.2,0.02933371459339981
Gallbladder cancer,0,Mozambique,0.06,0.0
Hodgkin lymphoma,0,Mozambique,0.61,0.0
Kaposi sarcoma,4,Mozambique,14.4,0.11733485837359924
Kidney cancer,0,Mozambique,0.71,0.0
Laryngeal cancer,0,Mozambique,0.42,0.0
Leukemia,0,Mozambique,1.7,0.0
Liver cancer,0,Mozambique,8.0,0.0
Lung cancer,0,Mozambique,1.3,0.0
Mesothelioma,0,Mozambique,0.04,0.0
Mouth cancer,0,Mozambique,1.2,0.0
Multiple myeloma,0,Mozambique,0.26,0.0
Non-Hodgkin lymphoma,1,Mozambique,5.6,0.02933371459339981
Ovarian cancer,0,Mozambique,1.9,0.0
Pancreatic cancer,0,Mozambique,0.87,0.0
Penile cancer,0,Mozambique,1.6,0.0
Prostate cancer,0,Mozambique,28.3,0.0
Rectal cancer,0,Mozambique,1.5,0.0
Salivary gland cancer,0,Mozambique,0.37,0.0
Skin cancer,0,Mozambique,4.390000000000001,0.0
Stomach cancer,0,Mozambique,0.81,0.0
Testicular cancer,0,Mozambique,0.22,0.0
Throat cancer,0,Mozambique,0.62,0.0
Thyroid cancer,0,Mozambique,0.84,0.0
Uterine cancer,0,Mozambique,1.8,0.0
Vaginal cancer,0,Mozambique,0.38,0.0
Vulvar cancer,0,Mozambique,2.2,0.0
Anal cancer,1,Lithuania,0.47,0.34552136928736565
Bladder cancer,15,Lithuania,7.8,5.182820539310485
Brain cancer,77,Lithuania,6.8,26.605145435127152
Breast cancer,144,Lithuania,62.7,49.75507717738065
Cervical cancer,53,Lithuania,13.7,18.312632572230378
Colon cancer,17,Lithuania,12.9,5.873863277885215
Colorectal cancer,72,Lithuania,21.8,24.877538588690324
Esophageal cancer,4,Lithuania,4.3,1.3820854771494626
Gallbladder cancer,2,Lithuania,0.71,0.6910427385747313
Hodgkin lymphoma,3,Lithuania,1.8,1.0365641078620969
Kaposi sarcoma,1,Lithuania,0.09,0.34552136928736565
Kidney cancer,32,Lithuania,11.6,11.056683817195701
Laryngeal cancer,8,Lithuania,3.6,2.7641709542989252
Leukemia,74,Lithuania,8.5,25.568581327265058
Liver cancer,16,Lithuania,4.9,5.5283419085978505
Lung cancer,40,Lithuania,24.2,13.820854771494625
Mesothelioma,9,Lithuania,0.12,3.1096923235862906
Mouth cancer,0,Lithuania,5.1,0.0
Multiple myeloma,10,Lithuania,2.9,3.4552136928736563
Non-Hodgkin lymphoma,2,Lithuania,5.8,0.6910427385747313
Ovarian cancer,32,Lithuania,12.8,11.056683817195701
Pancreatic cancer,42,Lithuania,8.5,14.511897510069357
Penile cancer,1,Lithuania,1.1,0.34552136928736565
Prostate cancer,90,Lithuania,135.0,31.096923235862906
Rectal cancer,55,Lithuania,8.4,19.00367531080511
Salivary gland cancer,0,Lithuania,0.64,0.0
Skin cancer,71,Lithuania,9.6,24.53201721940296
Stomach cancer,12,Lithuania,11.7,4.146256431448387
Testicular cancer,7,Lithuania,2.7,2.4186495850115595
Throat cancer,0,Lithuania,4.99,0.0
Thyroid cancer,20,Lithuania,8.8,6.910427385747313
Uterine cancer,13,Lithuania,21.8,4.491777800735753
Vaginal cancer,0,Lithuania,0.33,0.0
Vulvar cancer,0,Lithuania,0.95,0.0
Anal cancer,0,DR Congo,0.98,0.0
Bladder cancer,0,DR Congo,1.6,0.0
Brain cancer,0,DR Congo,0.63,0.0
Breast cancer,8,DR Congo,26.5,0.07090187180941576
Cervical cancer,10,DR Congo,32.9,0.08862733976176972
Colon cancer,2,DR Congo,2.3,0.01772546795235394
Colorectal cancer,1,DR Congo,6.0,0.00886273397617697
Esophageal cancer,0,DR Congo,2.8,0.0
Gallbladder cancer,0,DR Congo,0.21,0.0
Hodgkin lymphoma,1,DR Congo,0.45,0.00886273397617697
Kaposi sarcoma,0,DR Congo,0.22,0.0
Kidney cancer,0,DR Congo,1.1,0.0
Laryngeal cancer,0,DR Congo,0.59,0.0
Leukemia,5,DR Congo,2.2,0.04431366988088486
Liver cancer,1,DR Congo,6.1,0.00886273397617697
Lung cancer,1,DR Congo,2.2,0.00886273397617697
Mesothelioma,0,DR Congo,0.05,0.0
Mouth cancer,0,DR Congo,1.1,0.0
Multiple myeloma,1,DR Congo,1.1,0.00886273397617697
Non-Hodgkin lymphoma,1,DR Congo,3.1,0.00886273397617697
Ovarian cancer,0,DR Congo,4.1,0.0
Pancreatic cancer,0,DR Congo,1.4,0.0
Penile cancer,2,DR Congo,0.63,0.01772546795235394
Prostate cancer,2,DR Congo,40.1,0.01772546795235394
Rectal cancer,0,DR Congo,2.7,0.0
Salivary gland cancer,0,DR Congo,0.47,0.0
Skin cancer,5,DR Congo,2.3,0.04431366988088486
Stomach cancer,0,DR Congo,3.9,0.0
Testicular cancer,0,DR Congo,0.22,0.0
Throat cancer,0,DR Congo,1.41,0.0
Thyroid cancer,2,DR Congo,0.85,0.01772546795235394
Uterine cancer,0,DR Congo,2.0,0.0
Vaginal cancer,0,DR Congo,0.45,0.0
Vulvar cancer,1,DR Congo,1.2,0.00886273397617697
Anal cancer,0,Ethiopia,0.44,0.0
Bladder cancer,2,Ethiopia,2.5,0.017912640375317104
Brain cancer,14,Ethiopia,1.1,0.12538848262721974
Breast cancer,185,Ethiopia,40.8,1.6569192347168322
Cervical cancer,277,Ethiopia,22.3,2.480900691981419
Colon cancer,8,Ethiopia,4.9,0.07165056150126842
Colorectal cancer,30,Ethiopia,9.0,0.2686896056297566
Esophageal cancer,8,Ethiopia,2.3,0.07165056150126842
Gallbladder cancer,0,Ethiopia,0.63,0.0
Hodgkin lymphoma,5,Ethiopia,0.65,0.04478160093829276
Kaposi sarcoma,0,Ethiopia,0.18,0.0
Kidney cancer,6,Ethiopia,2.2,0.05373792112595131
Laryngeal cancer,4,Ethiopia,0.71,0.03582528075063421
Leukemia,38,Ethiopia,5.0,0.340340167131025
Liver cancer,26,Ethiopia,4.1,0.23286432487912237
Lung cancer,28,Ethiopia,3.7,0.2507769652544395
Mesothelioma,3,Ethiopia,0.02,0.026868960562975656
Mouth cancer,0,Ethiopia,1.4,0.0
Multiple myeloma,5,Ethiopia,0.48,0.04478160093829276
Non-Hodgkin lymphoma,4,Ethiopia,4.1,0.03582528075063421
Ovarian cancer,4,Ethiopia,6.8,0.03582528075063421
Pancreatic cancer,4,Ethiopia,1.4,0.03582528075063421
Penile cancer,0,Ethiopia,0.11,0.0
Prostate cancer,11,Ethiopia,8.0,0.09851952206424408
Rectal cancer,3,Ethiopia,3.7,0.026868960562975656
Salivary gland cancer,0,Ethiopia,0.63,0.0
Skin cancer,13,Ethiopia,3.75,0.11643216243956118
Stomach cancer,3,Ethiopia,3.3,0.026868960562975656
Testicular cancer,2,Ethiopia,0.56,0.017912640375317104
Throat cancer,0,Ethiopia,1.25,0.0
Thyroid cancer,7,Ethiopia,3.8,0.06269424131360987
Uterine cancer,2,Ethiopia,2.4,0.017912640375317104
Vaginal cancer,0,Ethiopia,0.59,0.0
Vulvar cancer,0,Ethiopia,1.1,0.0
Anal cancer,0,Vietnam,0.44,0.0
Bladder cancer,4,Vietnam,1.6,0.03946960741554984
Brain cancer,20,Vietnam,2.6,0.1973480370777492
Breast cancer,152,Vietnam,38.0,1.499845081790894
Cervical cancer,36,Vietnam,7.1,0.35522646673994857
Colon cancer,24,Vietnam,5.9,0.23681764449329903
Colorectal cancer,56,Vietnam,13.9,0.5525745038176978
Esophageal cancer,10,Vietnam,3.1,0.0986740185388746
Gallbladder cancer,1,Vietnam,0.23,0.00986740185388746
Hodgkin lymphoma,6,Vietnam,0.57,0.05920441112332476
Kaposi sarcoma,0,Vietnam,0.14,0.0
Kidney cancer,8,Vietnam,2.0,0.07893921483109968
Laryngeal cancer,3,Vietnam,1.8,0.02960220556166238
Leukemia,47,Vietnam,5.7,0.4637678871327106
Liver cancer,89,Vietnam,20.2,0.8781987649959839
Lung cancer,121,Vietnam,20.3,1.1939556243203826
Mesothelioma,3,Vietnam,0.29,0.02960220556166238
Mouth cancer,1,Vietnam,2.0,0.00986740185388746
Multiple myeloma,3,Vietnam,0.5,0.02960220556166238
Non-Hodgkin lymphoma,7,Vietnam,3.0,0.06907181297721222
Ovarian cancer,16,Vietnam,2.5,0.15787842966219937
Pancreatic cancer,10,Vietnam,1.0,0.0986740185388746
Penile cancer,0,Vietnam,0.74,0.0
Prostate cancer,31,Vietnam,11.5,0.3058894574705113
Rectal cancer,17,Vietnam,7.5,0.16774583151608682
Salivary gland cancer,2,Vietnam,0.35,0.01973480370777492
Skin cancer,33,Vietnam,1.26,0.3256242611782862
Stomach cancer,19,Vietnam,13.4,0.18748063522386174
Testicular cancer,2,Vietnam,0.51,0.01973480370777492
Throat cancer,1,Vietnam,7.28,0.00986740185388746
Thyroid cancer,32,Vietnam,5.2,0.31575685932439873
Uterine cancer,6,Vietnam,7.8,0.05920441112332476
Vaginal cancer,0,Vietnam,0.09,0.0
Vulvar cancer,0,Vietnam,0.28,0.0
Anal cancer,0,North Macedonia,0.34,0.0
Bladder cancer,10,North Macedonia,7.4,5.475710569271298
Brain cancer,3,North Macedonia,7.3,1.6427131707813893
Breast cancer,40,North Macedonia,65.3,21.902842277085192
Cervical cancer,11,North Macedonia,6.7,6.023281626198428
Colon cancer,9,North Macedonia,11.9,4.928139512344168
Colorectal cancer,18,North Macedonia,23.5,9.856279024688336
Esophageal cancer,1,North Macedonia,1.0,0.5475710569271298
Gallbladder cancer,0,North Macedonia,0.86,0.0
Hodgkin lymphoma,2,North Macedonia,2.1,1.0951421138542596
Kaposi sarcoma,0,North Macedonia,0.0,0.0
Kidney cancer,5,North Macedonia,2.9,2.737855284635649
Laryngeal cancer,1,North Macedonia,3.4,0.5475710569271298
Leukemia,23,North Macedonia,4.0,12.594134309323985
Liver cancer,9,North Macedonia,5.4,4.928139512344168
Lung cancer,16,North Macedonia,31.1,8.761136910834077
Mesothelioma,0,North Macedonia,0.05,0.0
Mouth cancer,0,North Macedonia,1.6,0.0
Multiple myeloma,4,North Macedonia,0.7,2.1902842277085193
Non-Hodgkin lymphoma,3,North Macedonia,2.3,1.6427131707813893
Ovarian cancer,6,North Macedonia,6.4,3.2854263415627787
Pancreatic cancer,3,North Macedonia,6.5,1.6427131707813893
Penile cancer,1,North Macedonia,0.57,0.5475710569271298
Prostate cancer,16,North Macedonia,41.4,8.761136910834077
Rectal cancer,4,North Macedonia,11.3,2.1902842277085193
Salivary gland cancer,0,North Macedonia,0.28,0.0
Skin cancer,6,North Macedonia,12.1,3.2854263415627787
Stomach cancer,1,North Macedonia,9.5,0.5475710569271298
Testicular cancer,1,North Macedonia,7.0,0.5475710569271298
Throat cancer,0,North Macedonia,1.01,0.0
Thyroid cancer,7,North Macedonia,1.4,3.8329973984899084
Uterine cancer,6,North Macedonia,17.5,3.2854263415627787
Vaginal cancer,0,North Macedonia,0.22,0.0
Vulvar cancer,0,North Macedonia,0.33,0.0
Anal cancer,61,Netherlands,1.0,3.373717842039544
Bladder cancer,872,Netherlands,17.4,48.22757308620463
Brain cancer,1113,Netherlands,5.1,61.55652390475431
Breast cancer,6436,Netherlands,101.6,355.95488576010666
Cervical cancer,1093,Netherlands,6.7,60.45038690736429
Colon cancer,1008,Netherlands,28.0,55.74930466845673
Colorectal cancer,3541,Netherlands,42.8,195.84155538790205
Esophageal cancer,687,Netherlands,6.7,37.995805860347
Gallbladder cancer,36,Netherlands,0.4,1.991046595302026
Hodgkin lymphoma,461,Netherlands,2.6,25.496457789839834
Kaposi sarcoma,18,Netherlands,0.13,0.995523297651013
Kidney cancer,772,Netherlands,8.3,42.69688809925456
Laryngeal cancer,141,Netherlands,1.7,7.798265831599602
Leukemia,3679,Netherlands,9.9,203.47390066989317
Liver cancer,459,Netherlands,3.4,25.385844090100832
Lung cancer,1750,Netherlands,34.9,96.78698727162626
Mesothelioma,295,Netherlands,1.4,16.315520711502714
Mouth cancer,2,Netherlands,4.1,0.11061369973900144
Multiple myeloma,746,Netherlands,3.8,41.25891000264754
Non-Hodgkin lymphoma,571,Netherlands,12.0,31.580211275484913
Ovarian cancer,1251,Netherlands,8.1,69.1888691867454
Pancreatic cancer,875,Netherlands,8.1,48.39349363581313
Penile cancer,63,Netherlands,0.86,3.4843315417785456
Prostate cancer,3043,Netherlands,57.0,168.2987441528907
Rectal cancer,1119,Netherlands,13.7,61.88836500397131
Salivary gland cancer,21,Netherlands,0.56,1.1614438472595152
Skin cancer,3157,Netherlands,54.9,174.60372503801378
Stomach cancer,122,Netherlands,4.3,6.747435684079088
Testicular cancer,237,Netherlands,9.7,13.107723419071672
Throat cancer,1,Netherlands,2.1,0.05530684986950072
Thyroid cancer,301,Netherlands,4.1,16.64736181071972
Uterine cancer,430,Netherlands,11.0,23.78194544388531
Vaginal cancer,11,Netherlands,0.3,0.6083753485645079
Vulvar cancer,122,Netherlands,2.6,6.747435684079088
Anal cancer,20,Norway,0.99,3.567005484627633
Bladder cancer,133,Norway,13.0,23.72058647277376
Brain cancer,442,Norway,7.2,78.8308212102707
Breast cancer,1891,Norway,95.6,337.2603685715427
Cervical cancer,290,Norway,10.9,51.72157952710068
Colon cancer,278,Norway,30.7,49.581376236324104
Colorectal cancer,839,Norway,45.3,149.6358800801292
Esophageal cancer,29,Norway,3.0,5.1721579527100685
Gallbladder cancer,1,Norway,0.32,0.17835027423138167
Hodgkin lymphoma,82,Norway,2.4,14.624722486973296
Kaposi sarcoma,5,Norway,0.06,0.8917513711569083
Kidney cancer,119,Norway,11.1,21.223682633534416
Laryngeal cancer,14,Norway,0.98,2.496903839239343
Leukemia,853,Norway,9.7,152.13278391936856
Liver cancer,56,Norway,4.1,9.987615356957372
Lung cancer,337,Norway,28.0,60.10404241597562
Mesothelioma,99,Norway,0.6,17.656677148906784
Mouth cancer,0,Norway,4.2,0.0
Multiple myeloma,241,Norway,4.5,42.98241608976298
Non-Hodgkin lymphoma,126,Norway,10.9,22.47213455315409
Ovarian cancer,373,Norway,9.2,66.52465228830536
Pancreatic cancer,188,Norway,8.1,33.529851555499754
Penile cancer,12,Norway,1.2,2.14020329077658
Prostate cancer,778,Norway,109.9,138.75651335201493
Rectal cancer,254,Norway,13.6,45.30096965477094
Salivary gland cancer,0,Norway,0.75,0.0
Skin cancer,783,Norway,48.3,139.64826472317185
Stomach cancer,55,Norway,4.2,9.809265082725991
Testicular cancer,199,Norway,11.3,35.49170457204495
Throat cancer,0,Norway,2.13,0.0
Thyroid cancer,84,Norway,8.0,14.981423035436059
Uterine cancer,220,Norway,14.9,39.237060330903965
Vaginal cancer,2,Norway,0.44,0.35670054846276333
Vulvar cancer,13,Norway,1.7,2.3185535650079614
Anal cancer,26,South Korea,0.34,0.5082106413483423
Bladder cancer,875,South Korea,4.9,17.103242737684596
Brain cancer,1905,South Korea,2.9,37.236202760330464
Breast cancer,8638,South Korea,61.5,168.84321230642232
Cervical cancer,1933,South Korea,8.6,37.78350652793637
Colon cancer,2644,South Korea,15.2,51.68111291250065
Colorectal cancer,4294,South Korea,26.5,83.9329420749916
Esophageal cancer,447,South Korea,2.2,8.73731371856573
Gallbladder cancer,311,South Korea,2.6,6.078981133051324
Hodgkin lymphoma,233,South Korea,0.54,4.554349209006298
Kaposi sarcoma,26,South Korea,0.05,0.5082106413483423
Kidney cancer,1103,South Korea,5.0,21.55985913104698
Laryngeal cancer,96,South Korea,1.1,1.87647006036311
Leukemia,2966,South Korea,5.5,57.97510623996858
Liver cancer,5594,South Korea,13.7,109.34347414240871
Lung cancer,8141,South Korea,26.2,159.12857043141747
Mesothelioma,137,South Korea,0.19,2.677879148643188
Mouth cancer,2,South Korea,1.6,0.03909312625756479
Multiple myeloma,655,South Korea,1.8,12.802998849352468
Non-Hodgkin lymphoma,786,South Korea,5.7,15.363598619222962
Ovarian cancer,1705,South Korea,6.5,33.32689013457398
Pancreatic cancer,1435,South Korea,7.5,28.049318089802735
Penile cancer,18,South Korea,0.2,0.3518381363180831
Prostate cancer,2668,South Korea,29.3,52.15023042759143
Rectal cancer,1421,South Korea,11.0,27.775666205999784
Salivary gland cancer,33,South Korea,0.61,0.645036583249819
Skin cancer,2527,South Korea,4.43,49.39416502643311
Stomach cancer,1049,South Korea,27.0,20.504344722092732
Testicular cancer,26,South Korea,1.2,0.5082106413483423
Throat cancer,0,South Korea,1.78,0.0
