Cancer,Articles,Country,ASR,Norm_articles
Anal cancer,0,Comoros,0.0,0.0
Bladder cancer,0,Comoros,4.8,0.0
Brain cancer,3,Comoros,0.0,3.4481252542992373
Breast cancer,12,Comoros,21.5,13.79250101719695
Cervical cancer,3,Comoros,52.0,3.4481252542992373
Colon cancer,1,Comoros,1.9,1.1493750847664126
Colorectal cancer,0,Comoros,3.7,0.0
Esophageal cancer,0,Comoros,10.4,0.0
Gallbladder cancer,0,Comoros,0.0,0.0
Hodgkin lymphoma,0,Comoros,0.08,0.0
Kaposi sarcoma,0,Comoros,0.0,0.0
Kidney cancer,0,Comoros,0.46,0.0
Laryngeal cancer,0,Comoros,0.44,0.0
Leukemia,8,Comoros,1.2,9.1950006781313
Liver cancer,2,Comoros,5.0,2.298750169532825
Lung cancer,2,Comoros,1.8,2.298750169532825
Mesothelioma,0,Comoros,0.0,0.0
Mouth cancer,0,Comoros,1.5,0.0
Multiple myeloma,0,Comoros,0.0,0.0
Non-Hodgkin lymphoma,0,Comoros,4.2,0.0
Ovarian cancer,0,Comoros,2.5,0.0
Pancreatic cancer,1,Comoros,0.76,1.1493750847664126
Penile cancer,0,Comoros,0.68,0.0
Prostate cancer,2,Comoros,33.2,2.298750169532825
Rectal cancer,0,Comoros,1.8,0.0
Salivary gland cancer,0,Comoros,0.21,0.0
Skin cancer,2,Comoros,3.18,2.298750169532825
Stomach cancer,0,Comoros,2.1,0.0
Testicular cancer,0,Comoros,0.0,0.0
Throat cancer,0,Comoros,0.33,0.0
Thyroid cancer,0,Comoros,0.54,0.0
Uterine cancer,0,Comoros,1.2,0.0
Vaginal cancer,0,Comoros,0.0,0.0
Vulvar cancer,0,Comoros,1.6,0.0
Anal cancer,0,Palestine,0.11,0.0
Bladder cancer,4,Palestine,6.6,0.7294677620840894
Brain cancer,3,Palestine,3.6,0.547100821563067
Breast cancer,63,Palestine,46.3,11.489117252824409
Cervical cancer,10,Palestine,3.1,1.8236694052102236
Colon cancer,6,Palestine,12.2,1.094201643126134
Colorectal cancer,21,Palestine,18.3,3.829705750941469
Esophageal cancer,0,Palestine,0.7,0.0
Gallbladder cancer,0,Palestine,1.6,0.0
Hodgkin lymphoma,2,Palestine,2.0,0.3647338810420447
Kaposi sarcoma,0,Palestine,0.26,0.0
Kidney cancer,5,Palestine,3.3,0.9118347026051118
Laryngeal cancer,0,Palestine,2.6,0.0
Leukemia,13,Palestine,6.1,2.3707702267732906
Liver cancer,6,Palestine,5.1,1.094201643126134
Lung cancer,11,Palestine,20.4,2.006036345731246
Mesothelioma,0,Palestine,0.15,0.0
Mouth cancer,0,Palestine,1.2,0.0
Multiple myeloma,6,Palestine,3.4,1.094201643126134
Non-Hodgkin lymphoma,1,Palestine,6.7,0.18236694052102234
Ovarian cancer,6,Palestine,4.2,1.094201643126134
Pancreatic cancer,3,Palestine,4.6,0.547100821563067
Penile cancer,0,Palestine,0.0,0.0
Prostate cancer,8,Palestine,17.5,1.4589355241681787
Rectal cancer,2,Palestine,6.0,0.3647338810420447
Salivary gland cancer,0,Palestine,0.42,0.0
Skin cancer,15,Palestine,2.14,2.735504107815335
Stomach cancer,2,Palestine,5.0,0.3647338810420447
Testicular cancer,1,Palestine,1.6,0.18236694052102234
Throat cancer,0,Palestine,0.76,0.0
Thyroid cancer,5,Palestine,4.9,0.9118347026051118
Uterine cancer,0,Palestine,6.9,0.0
Vaginal cancer,0,Palestine,0.16,0.0
Vulvar cancer,0,Palestine,0.35,0.0
Anal cancer,0,Malawi,0.85,0.0
Bladder cancer,1,Malawi,7.2,0.04822935101331313
Brain cancer,1,Malawi,0.62,0.04822935101331313
Breast cancer,8,Malawi,25.2,0.38583480810650506
Cervical cancer,37,Malawi,70.9,1.784485987492586
Colon cancer,0,Malawi,2.0,0.0
Colorectal cancer,0,Malawi,4.9,0.0
Esophageal cancer,3,Malawi,17.9,0.1446880530399394
Gallbladder cancer,0,Malawi,0.04,0.0
Hodgkin lymphoma,11,Malawi,0.61,0.5305228611464444
Kaposi sarcoma,14,Malawi,12.0,0.6752109141863839
Kidney cancer,16,Malawi,0.91,0.7716696162130101
Laryngeal cancer,0,Malawi,0.69,0.0
Leukemia,8,Malawi,0.86,0.38583480810650506
Liver cancer,7,Malawi,3.9,0.33760545709319195
Lung cancer,7,Malawi,1.6,0.33760545709319195
Mesothelioma,0,Malawi,0.0,0.0
Mouth cancer,0,Malawi,1.5,0.0
Multiple myeloma,0,Malawi,0.22,0.0
Non-Hodgkin lymphoma,10,Malawi,6.5,0.4822935101331313
Ovarian cancer,0,Malawi,3.3,0.0
Pancreatic cancer,0,Malawi,0.5,0.0
Penile cancer,0,Malawi,2.5,0.0
Prostate cancer,0,Malawi,28.0,0.0
Rectal cancer,0,Malawi,2.1,0.0
Salivary gland cancer,0,Malawi,0.98,0.0
Skin cancer,3,Malawi,5.300000000000001,0.1446880530399394
Stomach cancer,0,Malawi,3.2,0.0
Testicular cancer,0,Malawi,0.5,0.0
Throat cancer,0,Malawi,0.46,0.0
Thyroid cancer,2,Malawi,1.2,0.09645870202662626
Uterine cancer,0,Malawi,0.99,0.0
Vaginal cancer,0,Malawi,1.5,0.0
Vulvar cancer,1,Malawi,1.1,0.04822935101331313
Anal cancer,4,Slovenia,0.25,1.8773719421131136
Bladder cancer,40,Slovenia,12.2,18.773719421131137
Brain cancer,136,Slovenia,5.8,63.83064603184586
Breast cancer,297,Slovenia,82.3,139.39486670189868
Cervical cancer,80,Slovenia,7.2,37.547438842262274
Colon cancer,24,Slovenia,17.7,11.264231652678681
Colorectal cancer,111,Slovenia,30.5,52.0970713936389
Esophageal cancer,9,Slovenia,2.2,4.2240868697545055
Gallbladder cancer,1,Slovenia,1.2,0.4693429855282784
Hodgkin lymphoma,6,Slovenia,2.5,2.8160579131696704
Kaposi sarcoma,1,Slovenia,0.02,0.4693429855282784
Kidney cancer,21,Slovenia,8.5,9.856202696093845
Laryngeal cancer,13,Slovenia,2.8,6.101458811867619
Leukemia,101,Slovenia,8.5,47.40364153835612
Liver cancer,38,Slovenia,6.4,17.83503345007458
Lung cancer,87,Slovenia,34.2,40.83283974096022
Mesothelioma,38,Slovenia,0.96,17.83503345007458
Mouth cancer,0,Slovenia,3.7,0.0
Multiple myeloma,17,Slovenia,3.0,7.978830753980732
Non-Hodgkin lymphoma,26,Slovenia,10.3,12.202917623735239
Ovarian cancer,90,Slovenia,8.1,42.240868697545054
Pancreatic cancer,14,Slovenia,8.3,6.570801797395897
Penile cancer,0,Slovenia,0.55,0.0
Prostate cancer,46,Slovenia,72.6,21.589777334300805
Rectal cancer,29,Slovenia,12.5,13.610946580320073
Salivary gland cancer,0,Slovenia,0.46,0.0
Skin cancer,229,Slovenia,26.3,107.47954368597576
Stomach cancer,18,Slovenia,8.4,8.448173739509011
Testicular cancer,4,Slovenia,13.0,1.8773719421131136
Throat cancer,0,Slovenia,4.08,0.0
Thyroid cancer,21,Slovenia,8.5,9.856202696093845
Uterine cancer,71,Slovenia,16.9,33.323351972507766
Vaginal cancer,1,Slovenia,0.51,0.4693429855282784
Vulvar cancer,10,Slovenia,1.8,4.693429855282784
Anal cancer,1,Barbados,1.4,3.7341299477221805
Bladder cancer,0,Barbados,1.6,0.0
Brain cancer,1,Barbados,1.1,3.7341299477221805
Breast cancer,3,Barbados,57.7,11.202389843166543
Cervical cancer,3,Barbados,13.8,11.202389843166543
Colon cancer,5,Barbados,15.8,18.670649738610905
Colorectal cancer,4,Barbados,24.7,14.936519790888722
Esophageal cancer,0,Barbados,0.92,0.0
Gallbladder cancer,0,Barbados,0.37,0.0
Hodgkin lymphoma,0,Barbados,0.0,0.0
Kaposi sarcoma,1,Barbados,2.0,3.7341299477221805
Kidney cancer,1,Barbados,5.1,3.7341299477221805
Laryngeal cancer,0,Barbados,1.3,0.0
Leukemia,4,Barbados,7.0,14.936519790888722
Liver cancer,0,Barbados,2.4,0.0
Lung cancer,0,Barbados,9.4,0.0
Mesothelioma,1,Barbados,0.0,3.7341299477221805
Mouth cancer,0,Barbados,1.6,0.0
Multiple myeloma,1,Barbados,6.1,3.7341299477221805
Non-Hodgkin lymphoma,0,Barbados,7.6,0.0
Ovarian cancer,0,Barbados,7.3,0.0
Pancreatic cancer,0,Barbados,6.1,0.0
Penile cancer,0,Barbados,0.41,0.0
Prostate cancer,5,Barbados,100.5,18.670649738610905
Rectal cancer,3,Barbados,7.5,11.202389843166543
Salivary gland cancer,0,Barbados,0.2,0.0
Skin cancer,1,Barbados,3.1,3.7341299477221805
Stomach cancer,0,Barbados,5.0,0.0
Testicular cancer,0,Barbados,0.0,0.0
Throat cancer,0,Barbados,3.31,0.0
Thyroid cancer,0,Barbados,3.4,0.0
Uterine cancer,1,Barbados,24.9,3.7341299477221805
Vaginal cancer,1,Barbados,0.0,3.7341299477221805
Vulvar cancer,0,Barbados,1.5,0.0
Anal cancer,0,Burkina Faso,0.84,0.0
Bladder cancer,1,Burkina Faso,9.7,0.04154453784256639
Brain cancer,2,Burkina Faso,2.4,0.08308907568513278
Breast cancer,19,Burkina Faso,21.4,0.7893462190087615
Cervical cancer,18,Burkina Faso,15.9,0.747801681166195
Colon cancer,3,Burkina Faso,1.9,0.12463361352769918
Colorectal cancer,2,Burkina Faso,3.4,0.08308907568513278
Esophageal cancer,0,Burkina Faso,3.2,0.0
Gallbladder cancer,0,Burkina Faso,0.44,0.0
Hodgkin lymphoma,2,Burkina Faso,0.18,0.08308907568513278
Kaposi sarcoma,1,Burkina Faso,0.64,0.04154453784256639
Kidney cancer,0,Burkina Faso,1.9,0.0
Laryngeal cancer,0,Burkina Faso,0.87,0.0
Leukemia,6,Burkina Faso,3.5,0.24926722705539836
Liver cancer,8,Burkina Faso,17.1,0.33235630274053113
Lung cancer,8,Burkina Faso,3.8,0.33235630274053113
Mesothelioma,0,Burkina Faso,0.06,0.0
Mouth cancer,0,Burkina Faso,1.9,0.0
Multiple myeloma,0,Burkina Faso,1.6,0.0
Non-Hodgkin lymphoma,2,Burkina Faso,2.3,0.08308907568513278
Ovarian cancer,1,Burkina Faso,8.5,0.04154453784256639
Pancreatic cancer,0,Burkina Faso,6.6,0.0
Penile cancer,0,Burkina Faso,0.0,0.0
Prostate cancer,12,Burkina Faso,35.3,0.4985344541107967
Rectal cancer,1,Burkina Faso,0.61,0.04154453784256639
Salivary gland cancer,0,Burkina Faso,0.87,0.0
Skin cancer,4,Burkina Faso,2.44,0.16617815137026556
Stomach cancer,0,Burkina Faso,3.9,0.0
Testicular cancer,0,Burkina Faso,0.25,0.0
Throat cancer,0,Burkina Faso,0.42,0.0
Thyroid cancer,0,Burkina Faso,0.83,0.0
Uterine cancer,0,Burkina Faso,6.3,0.0
Vaginal cancer,0,Burkina Faso,0.47,0.0
Vulvar cancer,0,Burkina Faso,0.47,0.0
Anal cancer,3,Chile,0.38,0.14846374908676235
Bladder cancer,42,Chile,4.7,2.0784924872146733
Brain cancer,69,Chile,3.1,3.4146662289955345
Breast cancer,423,Chile,38.2,20.933388621233494
Cervical cancer,105,Chile,11.3,5.196231218036683
Colon cancer,53,Chile,13.7,2.6228595671994683
Colorectal cancer,121,Chile,20.3,5.988037879832748
Esophageal cancer,7,Chile,2.2,0.34641541453577884
Gallbladder cancer,153,Chile,5.7,7.571651203424881
Hodgkin lymphoma,32,Chile,1.3,1.583613323592132
Kaposi sarcoma,2,Chile,0.15,0.09897583272450824
Kidney cancer,36,Chile,7.6,1.7815649890411485
Laryngeal cancer,2,Chile,0.71,0.09897583272450824
Leukemia,171,Chile,6.0,8.462433697945455
Liver cancer,43,Chile,4.7,2.1279804035769274
Lung cancer,62,Chile,12.7,3.0682508144597556
Mesothelioma,6,Chile,0.25,0.2969274981735247
Mouth cancer,1,Chile,1.2,0.04948791636225412
Multiple myeloma,34,Chile,2.7,1.6825891563166402
Non-Hodgkin lymphoma,22,Chile,5.3,1.0887341599695908
Ovarian cancer,96,Chile,6.3,4.750839970776395
Pancreatic cancer,25,Chile,5.5,1.237197909056353
Penile cancer,1,Chile,0.67,0.04948791636225412
Prostate cancer,197,Chile,62.3,9.749119523364062
Rectal cancer,13,Chile,6.2,0.6433429127093035
Salivary gland cancer,0,Chile,0.37,0.0
Skin cancer,238,Chile,10.5,11.77812409421648
Stomach cancer,44,Chile,14.2,2.1774683199391816
Testicular cancer,19,Chile,7.5,0.9402704108828283
Throat cancer,0,Chile,0.69,0.0
Thyroid cancer,45,Chile,4.5,2.2269562363014352
Uterine cancer,31,Chile,6.8,1.5341254072298778
Vaginal cancer,5,Chile,0.32,0.2474395818112706
Vulvar cancer,3,Chile,0.6,0.14846374908676235
Anal cancer,11,Iran,0.26,0.1279650073870709
Bladder cancer,406,Iran,7.1,4.723072090831889
Brain cancer,922,Iran,6.3,10.725794255534487
Breast cancer,6071,Iran,30.5,70.62505089517339
Cervical cancer,762,Iran,2.5,8.864485057177092
Colon cancer,735,Iran,9.5,8.550389129954281
Colorectal cancer,2359,Iran,13.9,27.44267749328184
Esophageal cancer,376,Iran,3.9,4.374076616139877
Gallbladder cancer,13,Iran,0.6,0.1512313723665383
Hodgkin lymphoma,125,Iran,1.9,1.4541478112167145
Kaposi sarcoma,16,Iran,0.19,0.18613091983573946
Kidney cancer,242,Iran,2.3,2.8152301625155594
Laryngeal cancer,51,Iran,3.0,0.5932923069764195
Leukemia,1967,Iran,7.4,22.88246995730622
Liver cancer,659,Iran,6.4,7.666267260734519
Lung cancer,870,Iran,12.1,10.120868766068334
Mesothelioma,27,Iran,0.05,0.3140959272228103
Mouth cancer,4,Iran,1.4,0.046532729958934864
Multiple myeloma,214,Iran,1.4,2.4895010528030155
Non-Hodgkin lymphoma,147,Iran,4.0,1.7100778259908562
Ovarian cancer,593,Iran,4.2,6.898477216412094
Pancreatic cancer,312,Iran,3.9,3.6295529367969195
Penile cancer,5,Iran,0.08,0.05816591244866858
Prostate cancer,1134,Iran,21.8,13.192028943358034
Rectal cancer,154,Iran,4.1,1.7915101034189924
Salivary gland cancer,3,Iran,0.31,0.034899547469201146
Skin cancer,972,Iran,5.28,11.307453380021173
Stomach cancer,340,Iran,19.4,3.955282046509464
Testicular cancer,41,Iran,1.4,0.47696048207908237
Throat cancer,0,Iran,0.53,0.0
Thyroid cancer,445,Iran,4.0,5.176766207931504
Uterine cancer,176,Iran,3.1,2.0474401181931343
Vaginal cancer,8,Iran,0.12,0.09306545991786973
Vulvar cancer,5,Iran,0.1,0.05816591244866858
Anal cancer,13,Austria,1.1,1.4129004988734293
Bladder cancer,338,Austria,8.2,36.73541297070916
Brain cancer,577,Austria,5.3,62.71104521922836
Breast cancer,1883,Austria,69.5,204.65320302912824
Cervical cancer,334,Austria,5.9,36.300674355671184
Colon cancer,255,Austria,13.5,27.71458670867111
Colorectal cancer,693,Austria,21.8,75.31846505532972
Esophageal cancer,88,Austria,2.5,9.564249530835522
Gallbladder cancer,19,Austria,0.58,2.0650084214303965
Hodgkin lymphoma,61,Austria,1.6,6.629763879329168
Kaposi sarcoma,7,Austria,0.05,0.7607925763164619
Kidney cancer,370,Austria,7.8,40.21332189101299
Laryngeal cancer,15,Austria,1.8,1.6302698063924184
Leukemia,1664,Austria,7.4,180.85126385579895
Liver cancer,385,Austria,4.9,41.8435916974054
Lung cancer,766,Austria,27.2,83.25244477977283
Mesothelioma,94,Austria,0.55,10.216357453392488
Mouth cancer,0,Austria,3.4,0.0
Multiple myeloma,297,Austria,2.4,32.27934216656988
Non-Hodgkin lymphoma,191,Austria,8.5,20.75876886806346
Ovarian cancer,524,Austria,7.7,56.95075856997515
Pancreatic cancer,236,Austria,9.4,25.649578287240715
Penile cancer,18,Austria,0.79,1.956323767670902
Prostate cancer,1083,Austria,61.0,117.70548002153261
Rectal cancer,140,Austria,7.3,15.215851526329239
Salivary gland cancer,9,Austria,0.6,0.978161883835451
Skin cancer,1289,Austria,30.0,140.09451869598848
Stomach cancer,28,Austria,5.4,3.0431703052658476
Testicular cancer,75,Austria,8.0,8.151349031962091
Throat cancer,1,Austria,3.15,0.10868465375949456
Thyroid cancer,159,Austria,7.0,17.280859947759634
Uterine cancer,161,Austria,9.7,17.498229255278623
Vaginal cancer,5,Austria,0.33,0.5434232687974728
Vulvar cancer,51,Austria,1.4,5.542917341734222
Anal cancer,1,Peru,0.6,0.029111874722054377
Bladder cancer,3,Peru,2.3,0.08733562416616313
Brain cancer,18,Peru,2.9,0.5240137449969787
Breast cancer,136,Peru,39.3,3.959214962199395
Cervical cancer,71,Peru,23.9,2.0669431052658607
Colon cancer,20,Peru,8.6,0.5822374944410875
Colorectal cancer,37,Peru,11.4,1.077139364716012
Esophageal cancer,7,Peru,0.82,0.20378312305438062
Gallbladder cancer,5,Peru,2.6,0.14555937361027188
Hodgkin lymphoma,15,Peru,1.2,0.43667812083081564
Kaposi sarcoma,8,Peru,0.79,0.23289499777643502
Kidney cancer,5,Peru,5.0,0.14555937361027188
Laryngeal cancer,1,Peru,0.58,0.029111874722054377
Leukemia,48,Peru,8.1,1.39736998665861
Liver cancer,22,Peru,4.9,0.6404612438851963
Lung cancer,40,Peru,6.8,1.164474988882175
Mesothelioma,4,Peru,0.16,0.11644749888821751
Mouth cancer,0,Peru,1.7,0.0
Multiple myeloma,4,Peru,2.2,0.11644749888821751
Non-Hodgkin lymphoma,30,Peru,9.6,0.8733562416616313
Ovarian cancer,13,Peru,5.8,0.3784543713867069
Pancreatic cancer,7,Peru,4.1,0.20378312305438062
Penile cancer,4,Peru,1.3,0.11644749888821751
Prostate cancer,27,Peru,40.1,0.7860206174954681
Rectal cancer,14,Peru,2.2,0.40756624610876124
Salivary gland cancer,0,Peru,0.58,0.0
Skin cancer,45,Peru,9.4,1.3100343624924469
Stomach cancer,30,Peru,14.3,0.8733562416616313
Testicular cancer,5,Peru,3.9,0.14555937361027188
Throat cancer,0,Peru,1.01,0.0
Thyroid cancer,18,Peru,6.3,0.5240137449969787
Uterine cancer,8,Peru,6.5,0.23289499777643502
Vaginal cancer,1,Peru,0.45,0.029111874722054377
Vulvar cancer,0,Peru,1.2,0.0
Anal cancer,0,Mauritania,0.84,0.0
Bladder cancer,0,Mauritania,2.3,0.0
Brain cancer,2,Mauritania,1.3,0.4058827015227907
Breast cancer,1,Mauritania,34.5,0.20294135076139536
Cervical cancer,0,Mauritania,28.3,0.0
Colon cancer,0,Mauritania,3.2,0.0
Colorectal cancer,0,Mauritania,6.2,0.0
Esophageal cancer,0,Mauritania,1.8,0.0
Gallbladder cancer,0,Mauritania,0.44,0.0
Hodgkin lymphoma,0,Mauritania,0.52,0.0
Kaposi sarcoma,0,Mauritania,0.55,0.0
Kidney cancer,0,Mauritania,1.2,0.0
Laryngeal cancer,0,Mauritania,0.65,0.0
Leukemia,0,Mauritania,1.5,0.0
Liver cancer,0,Mauritania,9.3,0.0
Lung cancer,0,Mauritania,1.9,0.0
Mesothelioma,0,Mauritania,0.0,0.0
Mouth cancer,0,Mauritania,1.7,0.0
Multiple myeloma,0,Mauritania,1.0,0.0
Non-Hodgkin lymphoma,0,Mauritania,2.6,0.0
Ovarian cancer,0,Mauritania,4.8,0.0
Pancreatic cancer,0,Mauritania,1.8,0.0
Penile cancer,0,Mauritania,0.0,0.0
Prostate cancer,0,Mauritania,26.5,0.0
Rectal cancer,0,Mauritania,2.2,0.0
Salivary gland cancer,0,Mauritania,0.82,0.0
Skin cancer,0,Mauritania,2.85,0.0
Stomach cancer,0,Mauritania,5.2,0.0
Testicular cancer,0,Mauritania,0.37,0.0
Throat cancer,0,Mauritania,0.6,0.0
Thyroid cancer,0,Mauritania,1.1,0.0
Uterine cancer,0,Mauritania,2.7,0.0
Vaginal cancer,0,Mauritania,0.46,0.0
Vulvar cancer,0,Mauritania,0.86,0.0
Anal cancer,27,South Korea,0.34,0.5277572044771246
Bladder cancer,933,South Korea,4.9,18.236943399153972
Brain cancer,2039,South Korea,2.9,39.8554422195873
Breast cancer,9319,South Korea,61.5,182.15442179712312
Cervical cancer,2022,South Korea,8.6,39.523150646398
Colon cancer,2764,South Korea,15.2,54.026700487954535
Colorectal cancer,4654,South Korea,26.5,90.96970480135326
Esophageal cancer,478,South Korea,2.2,9.343257175557984
Gallbladder cancer,335,South Korea,2.6,6.548098648142102
Hodgkin lymphoma,250,South Korea,0.54,4.886640782195599
Kaposi sarcoma,28,South Korea,0.05,0.547303767605907
Kidney cancer,1161,South Korea,5.0,22.69355979251636
Laryngeal cancer,104,South Korea,1.1,2.032842565393369
Leukemia,3086,South Korea,5.5,60.320693815422466
Liver cancer,5928,South Korea,13.7,115.87202622742204
Lung cancer,8663,South Korea,26.2,169.33187638464187
Mesothelioma,140,South Korea,0.19,2.7365188380295353
Mouth cancer,3,South Korea,1.6,0.058639689386347185
Multiple myeloma,715,South Korea,1.8,13.975792637079412
Non-Hodgkin lymphoma,832,South Korea,5.7,16.262740523146952
Ovarian cancer,1829,South Korea,6.5,35.750663962543
Pancreatic cancer,1606,South Korea,7.5,31.391780384824525
Penile cancer,19,South Korea,0.2,0.3713846994468655
Prostate cancer,2809,South Korea,29.3,54.90629582874975
Rectal cancer,1495,South Korea,11.0,29.22211187752968
Salivary gland cancer,36,South Korea,0.61,0.7036762726361662
Skin cancer,2666,South Korea,4.43,52.11113730133386
Stomach cancer,1095,South Korea,27.0,21.403486626016722
Testicular cancer,30,South Korea,1.2,0.5863968938634718
Throat cancer,0,South Korea,1.78,0.0
Thyroid cancer,2321,South Korea,23.2,45.36757302190394
Uterine cancer,690,South Korea,7.6,13.487128558859853
Vaginal cancer,20,South Korea,0.17,0.39093126257564786
Vulvar cancer,30,South Korea,0.35,0.5863968938634718
Anal cancer,0,Rwanda,0.23,0.0
Bladder cancer,1,Rwanda,0.81,0.07089700090797789
Brain cancer,2,Rwanda,1.6,0.14179400181595578
Breast cancer,14,Rwanda,16.2,0.9925580127116904
Cervical cancer,20,Rwanda,18.9,1.4179400181595578
Colon cancer,0,Rwanda,1.9,0.0
Colorectal cancer,3,Rwanda,4.2,0.21269100272393368
Esophageal cancer,0,Rwanda,2.0,0.0
Gallbladder cancer,0,Rwanda,0.0,0.0
Hodgkin lymphoma,2,Rwanda,0.65,0.14179400181595578
Kaposi sarcoma,0,Rwanda,1.2,0.0
Kidney cancer,0,Rwanda,0.8,0.0
Laryngeal cancer,0,Rwanda,0.93,0.0
Leukemia,4,Rwanda,2.5,0.28358800363191156
Liver cancer,0,Rwanda,4.9,0.0
Lung cancer,0,Rwanda,2.8,0.0
Mesothelioma,0,Rwanda,0.0,0.0
Mouth cancer,0,Rwanda,1.1,0.0
Multiple myeloma,0,Rwanda,0.73,0.0
Non-Hodgkin lymphoma,0,Rwanda,3.0,0.0
Ovarian cancer,1,Rwanda,4.0,0.07089700090797789
Pancreatic cancer,2,Rwanda,0.73,0.14179400181595578
Penile cancer,1,Rwanda,2.6,0.07089700090797789
Prostate cancer,1,Rwanda,36.4,0.07089700090797789
Rectal cancer,0,Rwanda,2.2,0.0
Salivary gland cancer,0,Rwanda,0.33,0.0
Skin cancer,2,Rwanda,2.5700000000000003,0.14179400181595578
Stomach cancer,1,Rwanda,8.2,0.07089700090797789
Testicular cancer,0,Rwanda,0.44,0.0
Throat cancer,0,Rwanda,0.75,0.0
Thyroid cancer,0,Rwanda,0.9,0.0
Uterine cancer,0,Rwanda,1.2,0.0
Vaginal cancer,0,Rwanda,0.24,0.0
Vulvar cancer,0,Rwanda,1.4,0.0
Anal cancer,0,Philippines,0.24,0.0
Bladder cancer,1,Philippines,2.1,0.008762429506254622
Brain cancer,17,Philippines,2.4,0.1489613016063286
Breast cancer,72,Philippines,60.3,0.6308949244503328
Cervical cancer,42,Philippines,15.5,0.3680220392626941
Colon cancer,9,Philippines,13.5,0.0788618655562916
Colorectal cancer,46,Philippines,20.8,0.4030717572877126
Esophageal cancer,0,Philippines,1.4,0.0
Gallbladder cancer,2,Philippines,0.35,0.017524859012509244
Hodgkin lymphoma,1,Philippines,0.54,0.008762429506254622
Kaposi sarcoma,0,Philippines,0.01,0.0
Kidney cancer,4,Philippines,2.9,0.03504971802501849
Laryngeal cancer,1,Philippines,2.0,0.008762429506254622
Leukemia,23,Philippines,6.6,0.2015358786438563
Liver cancer,16,Philippines,12.4,0.14019887210007395
Lung cancer,31,Philippines,24.0,0.2716353146938933
Mesothelioma,0,Philippines,0.07,0.0
Mouth cancer,0,Philippines,1.9,0.0
Multiple myeloma,2,Philippines,0.93,0.017524859012509244
Non-Hodgkin lymphoma,1,Philippines,4.9,0.008762429506254622
Ovarian cancer,11,Philippines,11.7,0.09638672456880085
Pancreatic cancer,4,Philippines,4.1,0.03504971802501849
Penile cancer,0,Philippines,0.32,0.0
Prostate cancer,17,Philippines,24.1,0.1489613016063286
Rectal cancer,9,Philippines,7.0,0.0788618655562916
Salivary gland cancer,0,Philippines,0.67,0.0
Skin cancer,11,Philippines,1.7,0.09638672456880085
Stomach cancer,2,Philippines,4.2,0.017524859012509244
Testicular cancer,0,Philippines,0.77,0.0
Throat cancer,0,Philippines,4.29,0.0
Thyroid cancer,25,Philippines,7.3,0.21906073765636555
Uterine cancer,8,Philippines,9.9,0.07009943605003698
Vaginal cancer,0,Philippines,0.22,0.0
Vulvar cancer,0,Philippines,0.35,0.0
Anal cancer,3,Serbia,0.61,0.4567751401043548
Bladder cancer,66,Serbia,12.5,10.049053082295806
Brain cancer,217,Serbia,5.9,33.04006846754834
Breast cancer,513,Serbia,60.5,78.10854895784468
Cervical cancer,153,Serbia,13.4,23.2955321453221
Colon cancer,77,Serbia,14.9,11.723895262678441
Colorectal cancer,185,Serbia,30.2,28.167800306435215
Esophageal cancer,31,Serbia,1.5,4.720009781078334
Gallbladder cancer,4,Serbia,1.1,0.6090335201391398
Hodgkin lymphoma,34,Serbia,1.8,5.176784921182688
Kaposi sarcoma,1,Serbia,0.13,0.15225838003478495
Kidney cancer,74,Serbia,6.5,11.267120122574086
Laryngeal cancer,26,Serbia,4.1,3.9587178809044086
Leukemia,331,Serbia,7.2,50.39752379151382
Liver cancer,88,Serbia,4.5,13.398737443061076
Lung cancer,180,Serbia,40.4,27.406508406261292
Mesothelioma,9,Serbia,0.25,1.3703254203130646
Mouth cancer,3,Serbia,3.8,0.4567751401043548
Multiple myeloma,48,Serbia,2.3,7.308402241669677
Non-Hodgkin lymphoma,60,Serbia,6.1,9.135502802087096
Ovarian cancer,81,Serbia,9.3,12.33292878281758
Pancreatic cancer,33,Serbia,7.6,5.024526541147903
Penile cancer,3,Serbia,0.76,0.4567751401043548
Prostate cancer,153,Serbia,37.0,23.2955321453221
Rectal cancer,46,Serbia,14.7,7.003885481600108
Salivary gland cancer,4,Serbia,0.45,0.6090335201391398
Skin cancer,300,Serbia,12.0,45.67751401043549
Stomach cancer,25,Serbia,7.1,3.806459500869624
Testicular cancer,10,Serbia,8.1,1.5225838003478496
Throat cancer,0,Serbia,2.63,0.0
Thyroid cancer,106,Serbia,3.5,16.139388283687204
Uterine cancer,39,Serbia,14.4,5.938076821356613
Vaginal cancer,1,Serbia,0.36,0.15225838003478495
Vulvar cancer,3,Serbia,1.3,0.4567751401043548
Anal cancer,2,Cuba,0.83,0.20517014400994993
Bladder cancer,2,Cuba,5.6,0.20517014400994993
Brain cancer,32,Cuba,5.2,3.282722304159199
Breast cancer,42,Cuba,47.2,4.308573024208949
Cervical cancer,16,Cuba,12.8,1.6413611520795994
Colon cancer,9,Cuba,15.2,0.9232656480447747
Colorectal cancer,11,Cuba,19.9,1.1284357920547246
Esophageal cancer,2,Cuba,4.4,0.20517014400994993
Gallbladder cancer,0,Cuba,0.31,0.0
Hodgkin lymphoma,2,Cuba,2.1,0.20517014400994993
Kaposi sarcoma,0,Cuba,0.11,0.0
