Cancer,Articles,Country,ASR,Norm_articles
Cervical cancer,6,Panama,14.5,1.4760946471887777
Colon cancer,1,Panama,10.9,0.24601577453146295
Colorectal cancer,4,Panama,15.1,0.9840630981258518
Esophageal cancer,0,Panama,0.94,0.0
Gallbladder cancer,0,Panama,0.9,0.0
Hodgkin lymphoma,0,Panama,1.5,0.0
Kaposi sarcoma,0,Panama,0.73,0.0
Kidney cancer,2,Panama,3.8,0.4920315490629259
Laryngeal cancer,0,Panama,0.68,0.0
Leukemia,0,Panama,7.1,0.0
Liver cancer,2,Panama,4.3,0.4920315490629259
Lung cancer,2,Panama,6.4,0.4920315490629259
Mesothelioma,0,Panama,0.02,0.0
Mouth cancer,0,Panama,1.1,0.0
Multiple myeloma,2,Panama,1.6,0.4920315490629259
Non-Hodgkin lymphoma,0,Panama,4.5,0.0
Ovarian cancer,1,Panama,4.0,0.24601577453146295
Pancreatic cancer,0,Panama,3.1,0.0
Penile cancer,1,Panama,1.0,0.24601577453146295
Prostate cancer,4,Panama,56.2,0.9840630981258518
Rectal cancer,0,Panama,3.8,0.0
Salivary gland cancer,0,Panama,0.27,0.0
Skin cancer,1,Panama,4.800000000000001,0.24601577453146295
Stomach cancer,2,Panama,8.8,0.4920315490629259
Testicular cancer,0,Panama,1.5,0.0
Throat cancer,0,Panama,1.26,0.0
Thyroid cancer,0,Panama,5.7,0.0
Uterine cancer,2,Panama,13.7,0.4920315490629259
Vaginal cancer,0,Panama,0.45,0.0
Vulvar cancer,0,Panama,0.4,0.0
Anal cancer,2,Bulgaria,0.49,0.3106863683249034
Bladder cancer,27,Bulgaria,10.7,4.194265972386195
Brain cancer,56,Bulgaria,6.8,8.699218313097294
Breast cancer,195,Bulgaria,52.8,30.29192091167808
Cervical cancer,43,Bulgaria,15.4,6.679756918985422
Colon cancer,27,Bulgaria,18.7,4.194265972386195
Colorectal cancer,121,Bulgaria,30.2,18.796525283656653
Esophageal cancer,4,Bulgaria,1.6,0.6213727366498067
Gallbladder cancer,1,Bulgaria,0.41,0.1553431841624517
Hodgkin lymphoma,12,Bulgaria,1.4,1.8641182099494202
Kaposi sarcoma,2,Bulgaria,0.05,0.3106863683249034
Kidney cancer,16,Bulgaria,6.0,2.485490946599227
Laryngeal cancer,10,Bulgaria,3.1,1.553431841624517
Leukemia,163,Bulgaria,5.6,25.320939018479624
Liver cancer,34,Bulgaria,4.4,5.281668261523357
Lung cancer,58,Bulgaria,27.1,9.009904681422197
Mesothelioma,3,Bulgaria,0.44,0.46602955248735506
Mouth cancer,0,Bulgaria,3.0,0.0
Multiple myeloma,42,Bulgaria,1.4,6.5244137348229705
Non-Hodgkin lymphoma,11,Bulgaria,4.0,1.7087750257869685
Ovarian cancer,24,Bulgaria,10.0,3.7282364198988405
Pancreatic cancer,17,Bulgaria,7.5,2.6408341307616787
Penile cancer,4,Bulgaria,0.9,0.6213727366498067
Prostate cancer,49,Bulgaria,38.2,7.611816023960133
Rectal cancer,33,Bulgaria,11.0,5.126325077360906
Salivary gland cancer,1,Bulgaria,0.44,0.1553431841624517
Skin cancer,173,Bulgaria,9.9,26.874370860104143
Stomach cancer,8,Bulgaria,9.0,1.2427454732996135
Testicular cancer,6,Bulgaria,4.5,0.9320591049747101
Throat cancer,0,Bulgaria,2.43,0.0
Thyroid cancer,28,Bulgaria,4.4,4.349609156548647
Uterine cancer,19,Bulgaria,16.0,2.951520499086582
Vaginal cancer,0,Bulgaria,0.41,0.0
Vulvar cancer,5,Bulgaria,1.1,0.7767159208122585
Anal cancer,2,Zimbabwe,0.98,0.1171434316477155
Bladder cancer,2,Zimbabwe,2.7,0.1171434316477155
Brain cancer,2,Zimbabwe,2.2,0.1171434316477155
Breast cancer,32,Zimbabwe,35.8,1.874294906363448
Cervical cancer,60,Zimbabwe,68.2,3.514302949431465
Colon cancer,1,Zimbabwe,5.2,0.05857171582385775
Colorectal cancer,4,Zimbabwe,9.7,0.234286863295431
Esophageal cancer,0,Zimbabwe,12.0,0.0
Gallbladder cancer,0,Zimbabwe,0.65,0.0
Hodgkin lymphoma,2,Zimbabwe,0.77,0.1171434316477155
Kaposi sarcoma,11,Zimbabwe,9.5,0.6442888740624352
Kidney cancer,3,Zimbabwe,1.5,0.17571514747157324
Laryngeal cancer,0,Zimbabwe,1.2,0.0
Leukemia,15,Zimbabwe,2.7,0.8785757373578662
Liver cancer,13,Zimbabwe,7.7,0.7614323057101507
Lung cancer,13,Zimbabwe,5.9,0.7614323057101507
Mesothelioma,2,Zimbabwe,0.07,0.1171434316477155
Mouth cancer,0,Zimbabwe,1.4,0.0
Multiple myeloma,2,Zimbabwe,3.5,0.1171434316477155
Non-Hodgkin lymphoma,3,Zimbabwe,10.3,0.17571514747157324
Ovarian cancer,1,Zimbabwe,6.5,0.05857171582385775
Pancreatic cancer,0,Zimbabwe,2.7,0.0
Penile cancer,0,Zimbabwe,3.0,0.0
Prostate cancer,4,Zimbabwe,68.3,0.234286863295431
Rectal cancer,0,Zimbabwe,3.6,0.0
Salivary gland cancer,0,Zimbabwe,0.53,0.0
Skin cancer,9,Zimbabwe,7.0,0.5271454424147197
Stomach cancer,1,Zimbabwe,10.3,0.05857171582385775
Testicular cancer,1,Zimbabwe,0.2,0.05857171582385775
Throat cancer,0,Zimbabwe,0.9,0.0
Thyroid cancer,0,Zimbabwe,2.1,0.0
Uterine cancer,0,Zimbabwe,7.7,0.0
Vaginal cancer,0,Zimbabwe,0.85,0.0
Vulvar cancer,0,Zimbabwe,2.5,0.0
Anal cancer,6,Argentina,0.5,0.12747611464105457
Bladder cancer,49,Argentina,5.2,1.041054936235279
Brain cancer,150,Argentina,3.7,3.186902866026364
Breast cancer,854,Argentina,71.3,18.14410031724343
Cervical cancer,142,Argentina,16.8,3.0169347131716244
Colon cancer,95,Argentina,19.0,2.0183718151500307
Colorectal cancer,197,Argentina,24.2,4.185465764047958
Esophageal cancer,16,Argentina,3.1,0.33993630570947886
Gallbladder cancer,10,Argentina,1.3,0.21246019106842426
Hodgkin lymphoma,67,Argentina,1.7,1.4234832801584427
Kaposi sarcoma,13,Argentina,0.45,0.2761982483889516
Kidney cancer,77,Argentina,8.1,1.6359434712268668
Laryngeal cancer,7,Argentina,2.1,0.148722133747897
Leukemia,478,Argentina,5.3,10.15559713307068
Liver cancer,168,Argentina,3.7,3.5693312099495276
Lung cancer,227,Argentina,19.9,4.822846337253231
Mesothelioma,16,Argentina,0.37,0.33993630570947886
Mouth cancer,0,Argentina,2.0,0.0
Multiple myeloma,59,Argentina,1.7,1.2535151273037033
Non-Hodgkin lymphoma,67,Argentina,6.6,1.4234832801584427
Ovarian cancer,50,Argentina,6.8,1.0623009553421214
Pancreatic cancer,51,Argentina,7.9,1.0835469744489639
Penile cancer,2,Argentina,1.6,0.04249203821368486
Prostate cancer,166,Argentina,44.7,3.5268391717358427
Rectal cancer,17,Argentina,4.7,0.3611823248163213
Salivary gland cancer,3,Argentina,0.48,0.06373805732052729
Skin cancer,362,Argentina,7.699999999999999,7.691058916676958
Stomach cancer,15,Argentina,6.7,0.31869028660263643
Testicular cancer,8,Argentina,8.5,0.16996815285473943
Throat cancer,0,Argentina,1.16,0.0
Thyroid cancer,127,Argentina,8.0,2.6982444265689884
Uterine cancer,22,Argentina,8.6,0.4674124203505334
Vaginal cancer,3,Argentina,0.32,0.06373805732052729
Vulvar cancer,7,Argentina,0.83,0.148722133747897
Anal cancer,0,Jamaica,0.65,0.0
Bladder cancer,0,Jamaica,3.0,0.0
Brain cancer,2,Jamaica,2.1,0.7078282978428225
Breast cancer,37,Jamaica,71.1,13.094823510092215
Cervical cancer,19,Jamaica,20.4,6.724368829506814
Colon cancer,5,Jamaica,14.8,1.769570744607056
Colorectal cancer,12,Jamaica,20.2,4.246969787056935
Esophageal cancer,0,Jamaica,1.9,0.0
Gallbladder cancer,0,Jamaica,1.1,0.0
Hodgkin lymphoma,1,Jamaica,0.55,0.35391414892141126
Kaposi sarcoma,0,Jamaica,0.0,0.0
Kidney cancer,8,Jamaica,1.3,2.83131319137129
Laryngeal cancer,0,Jamaica,1.5,0.0
Leukemia,15,Jamaica,5.1,5.3087122338211685
Liver cancer,3,Jamaica,2.9,1.0617424467642338
Lung cancer,4,Jamaica,14.0,1.415656595685645
Mesothelioma,0,Jamaica,0.06,0.0
Mouth cancer,0,Jamaica,0.81,0.0
Multiple myeloma,7,Jamaica,3.8,2.477399042449879
Non-Hodgkin lymphoma,1,Jamaica,6.9,0.35391414892141126
Ovarian cancer,3,Jamaica,5.5,1.0617424467642338
Pancreatic cancer,0,Jamaica,3.7,0.0
Penile cancer,2,Jamaica,0.96,0.7078282978428225
Prostate cancer,50,Jamaica,85.7,17.69570744607056
Rectal cancer,1,Jamaica,4.7,0.35391414892141126
Salivary gland cancer,0,Jamaica,0.4,0.0
Skin cancer,4,Jamaica,2.26,1.415656595685645
Stomach cancer,1,Jamaica,6.9,0.35391414892141126
Testicular cancer,0,Jamaica,0.29,0.0
Throat cancer,0,Jamaica,1.4500000000000002,0.0
Thyroid cancer,1,Jamaica,3.1,0.35391414892141126
Uterine cancer,2,Jamaica,25.4,0.7078282978428225
Vaginal cancer,0,Jamaica,0.31,0.0
Vulvar cancer,1,Jamaica,0.37,0.35391414892141126
Anal cancer,0,Guinea-Bissau,0.21,0.0
Bladder cancer,0,Guinea-Bissau,1.6,0.0
Brain cancer,0,Guinea-Bissau,2.4,0.0
Breast cancer,0,Guinea-Bissau,27.2,0.0
Cervical cancer,1,Guinea-Bissau,34.3,0.5613852292809554
Colon cancer,0,Guinea-Bissau,2.2,0.0
Colorectal cancer,0,Guinea-Bissau,3.9,0.0
Esophageal cancer,0,Guinea-Bissau,0.95,0.0
Gallbladder cancer,0,Guinea-Bissau,0.0,0.0
Hodgkin lymphoma,0,Guinea-Bissau,0.15,0.0
Kaposi sarcoma,0,Guinea-Bissau,0.32,0.0
Kidney cancer,0,Guinea-Bissau,0.85,0.0
Laryngeal cancer,0,Guinea-Bissau,0.32,0.0
Leukemia,0,Guinea-Bissau,0.77,0.0
Liver cancer,0,Guinea-Bissau,13.3,0.0
Lung cancer,0,Guinea-Bissau,2.1,0.0
Mesothelioma,0,Guinea-Bissau,0.0,0.0
Mouth cancer,0,Guinea-Bissau,1.1,0.0
Multiple myeloma,0,Guinea-Bissau,0.34,0.0
Non-Hodgkin lymphoma,0,Guinea-Bissau,2.8,0.0
Ovarian cancer,0,Guinea-Bissau,4.0,0.0
Pancreatic cancer,0,Guinea-Bissau,0.94,0.0
Penile cancer,0,Guinea-Bissau,0.0,0.0
Prostate cancer,0,Guinea-Bissau,28.8,0.0
Rectal cancer,0,Guinea-Bissau,1.6,0.0
Salivary gland cancer,0,Guinea-Bissau,0.32,0.0
Skin cancer,0,Guinea-Bissau,2.64,0.0
Stomach cancer,0,Guinea-Bissau,5.4,0.0
Testicular cancer,0,Guinea-Bissau,0.0,0.0
Throat cancer,0,Guinea-Bissau,0.06,0.0
Thyroid cancer,0,Guinea-Bissau,0.38,0.0
Uterine cancer,0,Guinea-Bissau,2.4,0.0
Vaginal cancer,0,Guinea-Bissau,0.21,0.0
Vulvar cancer,0,Guinea-Bissau,0.18,0.0
Anal cancer,0,Sierra Leone,0.04,0.0
Bladder cancer,1,Sierra Leone,0.09,0.11016017178817829
Brain cancer,1,Sierra Leone,0.01,0.11016017178817829
Breast cancer,14,Sierra Leone,7.0,1.542242405034496
Cervical cancer,15,Sierra Leone,16.5,1.6524025768226744
Colon cancer,0,Sierra Leone,0.07,0.0
Colorectal cancer,7,Sierra Leone,0.24,0.771121202517248
Esophageal cancer,0,Sierra Leone,0.01,0.0
Gallbladder cancer,0,Sierra Leone,0.01,0.0
Hodgkin lymphoma,0,Sierra Leone,0.0,0.0
Kaposi sarcoma,0,Sierra Leone,0.0,0.0
Kidney cancer,1,Sierra Leone,0.04,0.11016017178817829
Laryngeal cancer,0,Sierra Leone,0.0,0.0
Leukemia,2,Sierra Leone,0.05,0.22032034357635658
Liver cancer,0,Sierra Leone,5.9,0.0
Lung cancer,0,Sierra Leone,1.3,0.0
Mesothelioma,0,Sierra Leone,0.0,0.0
Mouth cancer,0,Sierra Leone,0.04,0.0
Multiple myeloma,0,Sierra Leone,0.0,0.0
Non-Hodgkin lymphoma,0,Sierra Leone,0.64,0.0
Ovarian cancer,0,Sierra Leone,2.7,0.0
Pancreatic cancer,0,Sierra Leone,0.65,0.0
Penile cancer,0,Sierra Leone,0.0,0.0
Prostate cancer,1,Sierra Leone,21.2,0.11016017178817829
Rectal cancer,0,Sierra Leone,0.12,0.0
Salivary gland cancer,0,Sierra Leone,0.0,0.0
Skin cancer,3,Sierra Leone,0.07,0.3304805153645349
Stomach cancer,0,Sierra Leone,2.6,0.0
Testicular cancer,0,Sierra Leone,0.0,0.0
Throat cancer,0,Sierra Leone,0.0,0.0
Thyroid cancer,0,Sierra Leone,0.04,0.0
Uterine cancer,0,Sierra Leone,0.06,0.0
Vaginal cancer,0,Sierra Leone,0.0,0.0
Vulvar cancer,0,Sierra Leone,0.0,0.0
Anal cancer,3,Hungary,0.24,0.314481825151879
Bladder cancer,71,Hungary,14.9,7.4427365285944695
Brain cancer,217,Hungary,5.2,22.747518685985913
Breast cancer,893,Hungary,76.4,93.61075662020932
Cervical cancer,157,Hungary,12.6,16.457882182948335
Colon cancer,102,Hungary,26.8,10.692382055163886
Colorectal cancer,368,Hungary,44.2,38.57643721863049
Esophageal cancer,46,Hungary,2.9,4.822054652328811
Gallbladder cancer,4,Hungary,0.75,0.41930910020250534
Hodgkin lymphoma,83,Hungary,2.5,8.700663829201986
Kaposi sarcoma,8,Hungary,0.02,0.8386182004050107
Kidney cancer,126,Hungary,11.1,13.208236656378919
Laryngeal cancer,15,Hungary,4.5,1.572409125759395
Leukemia,609,Hungary,8.0,63.83981050583144
Liver cancer,158,Hungary,4.3,16.56270945799896
Lung cancer,296,Hungary,47.6,31.028873414985394
Mesothelioma,33,Hungary,0.33,3.459300076670669
Mouth cancer,0,Hungary,6.3,0.0
Multiple myeloma,116,Hungary,2.0,12.159963905872655
Non-Hodgkin lymphoma,117,Hungary,7.3,12.26479118092328
Ovarian cancer,134,Hungary,10.2,14.046854856783929
Pancreatic cancer,121,Hungary,10.4,12.684100281125787
Penile cancer,4,Hungary,1.0,0.41930910020250534
Prostate cancer,192,Hungary,68.5,20.126836809720256
Rectal cancer,52,Hungary,17.2,5.451018302632569
Salivary gland cancer,1,Hungary,0.85,0.10482727505062633
Skin cancer,592,Hungary,23.5,62.05774682997079
Stomach cancer,27,Hungary,7.5,2.830336426366911
Testicular cancer,40,Hungary,11.4,4.193091002025053
Throat cancer,0,Hungary,7.76,0.0
Thyroid cancer,84,Hungary,16.3,8.805491104252612
Uterine cancer,45,Hungary,16.0,4.717227377278185
Vaginal cancer,1,Hungary,0.52,0.10482727505062633
Vulvar cancer,7,Hungary,1.6,0.7337909253543843
Anal cancer,28,South Korea,0.34,0.547303767605907
Bladder cancer,936,South Korea,4.9,18.295583088540322
Brain cancer,2047,South Korea,2.9,40.01181472461756
Breast cancer,9362,South Korea,61.5,182.99492401166077
Cervical cancer,2027,South Korea,8.6,39.62088346204192
Colon cancer,2770,South Korea,15.2,54.143979866727236
Colorectal cancer,4677,South Korea,26.5,91.41927575331526
Esophageal cancer,479,South Korea,2.2,9.362803738686766
Gallbladder cancer,338,South Korea,2.6,6.60673833752845
Hodgkin lymphoma,253,South Korea,0.54,4.945280471581945
Kaposi sarcoma,28,South Korea,0.05,0.547303767605907
Kidney cancer,1165,South Korea,5.0,22.771746045031488
Laryngeal cancer,105,South Korea,1.1,2.0523891285221514
Leukemia,3098,South Korea,5.5,60.55525257296786
Liver cancer,5947,South Korea,13.7,116.2434109268689
Lung cancer,8466,South Korea,26.2,165.48120344827174
Mesothelioma,140,South Korea,0.19,2.7365188380295353
Mouth cancer,3,South Korea,1.6,0.058639689386347185
Multiple myeloma,719,South Korea,1.8,14.053978889594541
Non-Hodgkin lymphoma,837,South Korea,5.7,16.360473338790865
Ovarian cancer,1832,South Korea,6.5,35.80930365192935
Pancreatic cancer,1613,South Korea,7.5,31.528606326726003
Penile cancer,19,South Korea,0.2,0.3713846994468655
Prostate cancer,2820,South Korea,29.3,55.12130802316635
Rectal cancer,1502,South Korea,11.0,29.358937819431155
Salivary gland cancer,37,South Korea,0.61,0.7232228357649486
Skin cancer,2676,South Korea,4.43,52.306602932621686
Stomach cancer,1099,South Korea,27.0,21.481672878531853
Testicular cancer,30,South Korea,1.2,0.5863968938634718
Throat cancer,0,South Korea,1.78,0.0
Thyroid cancer,2330,South Korea,23.2,45.543492090062976
Uterine cancer,693,South Korea,7.6,13.5457682482462
Vaginal cancer,20,South Korea,0.17,0.39093126257564786
Vulvar cancer,30,South Korea,0.35,0.5863968938634718
Anal cancer,0,South Sudan,0.46,0.0
Bladder cancer,0,South Sudan,1.8,0.0
Brain cancer,0,South Sudan,1.3,0.0
Breast cancer,0,South Sudan,28.0,0.0
Cervical cancer,0,South Sudan,21.4,0.0
Colon cancer,0,South Sudan,2.9,0.0
Colorectal cancer,1,South Sudan,5.7,0.06334366637448345
Esophageal cancer,0,South Sudan,5.7,0.0
Gallbladder cancer,0,South Sudan,0.7,0.0
Hodgkin lymphoma,1,South Sudan,0.55,0.06334366637448345
Kaposi sarcoma,0,South Sudan,2.0,0.0
Kidney cancer,0,South Sudan,1.5,0.0
Laryngeal cancer,0,South Sudan,0.99,0.0
Leukemia,0,South Sudan,1.6,0.0
Liver cancer,0,South Sudan,5.2,0.0
Lung cancer,0,South Sudan,2.1,0.0
Mesothelioma,0,South Sudan,0.0,0.0
Mouth cancer,0,South Sudan,1.8,0.0
Multiple myeloma,0,South Sudan,1.1,0.0
Non-Hodgkin lymphoma,1,South Sudan,3.5,0.06334366637448345
Ovarian cancer,0,South Sudan,4.4,0.0
Pancreatic cancer,0,South Sudan,1.8,0.0
Penile cancer,0,South Sudan,0.82,0.0
Prostate cancer,0,South Sudan,22.0,0.0
Rectal cancer,0,South Sudan,2.3,0.0
Salivary gland cancer,0,South Sudan,0.51,0.0
Skin cancer,2,South Sudan,2.95,0.1266873327489669
Stomach cancer,0,South Sudan,4.0,0.0
Testicular cancer,0,South Sudan,0.39,0.0
Throat cancer,0,South Sudan,1.99,0.0
Thyroid cancer,0,South Sudan,1.7,0.0
Uterine cancer,1,South Sudan,2.5,0.06334366637448345
Vaginal cancer,0,South Sudan,0.27,0.0
Vulvar cancer,0,South Sudan,0.87,0.0
Anal cancer,16,Thailand,0.27,0.24294089673129096
Bladder cancer,33,Thailand,3.4,0.5010655995082877
Brain cancer,144,Thailand,2.8,2.186468070581619
Breast cancer,887,Thailand,37.4,13.468035962540943
Cervical cancer,670,Thailand,14.9,10.173150050622809
Colon cancer,167,Thailand,8.4,2.5356956096328496
Colorectal cancer,363,Thailand,15.9,5.5117215945911635
Esophageal cancer,52,Thailand,2.7,0.7895579143766956
Gallbladder cancer,8,Thailand,1.4,0.12147044836564548
Hodgkin lymphoma,29,Thailand,0.4,0.4403303753254649
Kaposi sarcoma,3,Thailand,0.08,0.04555141813711706
Kidney cancer,56,Thailand,1.7,0.8502931385595184
Laryngeal cancer,16,Thailand,1.3,0.24294089673129096
Leukemia,419,Thailand,5.1,6.362014733150683
Liver cancer,560,Thailand,22.7,8.502931385595184
Lung cancer,755,Thailand,18.1,11.463773564507793
Mesothelioma,10,Thailand,0.03,0.15183806045705686
Mouth cancer,1,Thailand,3.6,0.015183806045705685
Multiple myeloma,48,Thailand,1.1,0.7288226901938729
Non-Hodgkin lymphoma,73,Thailand,5.9,1.108417841336515
Ovarian cancer,201,Thailand,7.4,3.051945015186843
Pancreatic cancer,46,Thailand,2.5,0.6984550781024615
Penile cancer,9,Thailand,1.2,0.13665425441135118
Prostate cancer,149,Thailand,12.5,2.2623871008101473
Rectal cancer,67,Thailand,7.2,1.017315005062281
Salivary gland cancer,3,Thailand,0.5,0.04555141813711706
Skin cancer,160,Thailand,2.79,2.42940896731291
Stomach cancer,21,Thailand,3.3,0.3188599269598194
Testicular cancer,3,Thailand,0.63,0.04555141813711706
Throat cancer,0,Thailand,3.75,0.0
Thyroid cancer,74,Thailand,3.4,1.1236016473822208
Uterine cancer,116,Thailand,6.9,1.7613215013018595
Vaginal cancer,4,Thailand,0.26,0.06073522418282274
Vulvar cancer,7,Thailand,0.37,0.1062866423199398
Anal cancer,0,Cote d'Ivoire,0.53,0.0
Bladder cancer,0,Cote d'Ivoire,0.88,0.0
Brain cancer,2,Cote d'Ivoire,1.2,0.06805232543302546
Breast cancer,12,Cote d'Ivoire,45.4,0.40831395259815273
Cervical cancer,14,Cote d'Ivoire,32.0,0.47636627803117815
Colon cancer,2,Cote d'Ivoire,4.7,0.06805232543302546
Colorectal cancer,1,Cote d'Ivoire,7.2,0.03402616271651273
Esophageal cancer,0,Cote d'Ivoire,0.66,0.0
Gallbladder cancer,0,Cote d'Ivoire,0.61,0.0
Hodgkin lymphoma,4,Cote d'Ivoire,0.56,0.13610465086605092
Kaposi sarcoma,2,Cote d'Ivoire,1.1,0.06805232543302546
Kidney cancer,4,Cote d'Ivoire,1.3,0.13610465086605092
Laryngeal cancer,0,Cote d'Ivoire,1.0,0.0
Leukemia,11,Cote d'Ivoire,1.7,0.37428778988164
Liver cancer,6,Cote d'Ivoire,8.0,0.20415697629907636
Lung cancer,6,Cote d'Ivoire,2.5,0.20415697629907636
Mesothelioma,0,Cote d'Ivoire,0.15,0.0
Mouth cancer,0,Cote d'Ivoire,1.3,0.0
Multiple myeloma,1,Cote d'Ivoire,1.2,0.03402616271651273
Non-Hodgkin lymphoma,5,Cote d'Ivoire,4.8,0.17013081358256363
Ovarian cancer,1,Cote d'Ivoire,4.3,0.03402616271651273
Pancreatic cancer,1,Cote d'Ivoire,2.3,0.03402616271651273
Penile cancer,2,Cote d'Ivoire,0.05,0.06805232543302546
Prostate cancer,2,Cote d'Ivoire,63.8,0.06805232543302546
Rectal cancer,0,Cote d'Ivoire,1.9,0.0
Salivary gland cancer,0,Cote d'Ivoire,0.65,0.0
Skin cancer,8,Cote d'Ivoire,1.9,0.27220930173210184
