Cancer,Articles,Country,ASR
Hodgkin lymphoma,1.757729775518848,Hungary,0.5311577113476533
Kaposi sarcoma,0.16941973739940702,Hungary,0.004249261690781226
Kidney cancer,2.6683608640406606,Hungary,2.358340238383581
Laryngeal cancer,0.3176620076238882,Hungary,0.956083880425776
Leukemia,12.89707750952986,Hungary,1.6997046763124906
Liver cancer,3.346039813638289,Hungary,0.9135912635179637
Lung cancer,6.26853028377806,Hungary,10.11324282405932
Mesothelioma,0.6988564167725541,Hungary,0.07011281789789024
Mouth cancer,0.0,Hungary,1.3385174325960865
Multiple myeloma,2.456586192291402,Hungary,0.42492616907812264
Non-Hodgkin lymphoma,2.4777636594663277,Hungary,1.5509805171351476
Ovarian cancer,2.837780601440068,Hungary,2.1671234622984255
Pancreatic cancer,2.562473528166031,Hungary,2.209616079206238
Penile cancer,0.08470986869970351,Hungary,0.21246308453906132
Prostate cancer,4.066073697585769,Hungary,14.5537212909257
Rectal cancer,1.1012282930961457,Hungary,3.654365054071855
Salivary gland cancer,0.021177467174925878,Hungary,0.18059362185820213
Skin cancer,12.53706056755612,Hungary,4.992882486667941
Stomach cancer,0.5717916137229987,Hungary,1.59347313404296
Testicular cancer,0.8470986869970352,Hungary,2.422079163745299
Throat cancer,0.0,Hungary,1.648713536023116
Thyroid cancer,1.7789072426937738,Hungary,3.4631482779866998
